KELAS,TWEET
Non_HS,@jokowi_do2 ditambah sikap jujur dan amanah rasanya lebih klop. bulan begitu pak!
Non_HS,1. Yang saya ketahui tentang @Pak_JK adalah kemampuan leadershipnya lebih baik dibanding Capres2 lainnya #Double_JacK
Non_HS,"RT @BakrieWorld: Terus berikhtihar pak @aburizalbakrie demi amanah utk menjd RI 1 kami selalu bantu dengan doa dan tetaplah bertawakal."""
Non_HS,@jokowi_do2 salut dengan pola hidup anda moga tetap bisa mengemban amanah rakyat dengan baik mendapat iringan rahmat dari Allah.aaamiin
Non_HS,"6. soal memotivasi kita bisa  hrs belajar dri apa yg dilakukan @hattarajasa sbgai abdi negara dia prnh berkata ada bbrpa perumpamaan yg.."""
Non_HS,"Sy berdoa semoga @mohmahfudmd dpt melanjutkan apa2 yg dirintis Pak Habibie. Pesawat R-80 Akan Buat ""Surprise"" Dunia! http://t.co/kqkyK4nxir"
Non_HS,"peningkatan kualitas SDM Menurut @wiranto1947 dg adanya Kesadaran Kebijakan dan pelaksanaan serta control yang baik #kompasTV"""
Non_HS,@kompastv @mohmahfudmd ..ciri komunikasi yg amanah..
Non_HS,Kalo mikir @pln_123 selalu terngiang pak @iskan_dahlan yg begitu agresif dalam bertindak dan memberikan pelayanan..kenyataannya..
Non_HS,@iskan_dahlan Slamat pak atas gelar Doktor nya.. Moga amanah ya pak.. amien..
Non_HS,@mohmahfudmd @Itjechodidjah kebijakan pastilah baik. Lebih baik bila dilakukan dgn konsisten.
Non_HS,@linarola iya bund kmrn g bs nonton makax sempatin nonton d youtube. Smoga ttp amanah bersama pak @jokowi_do2 jd birokrat anti korupsi :
Non_HS,@KompasTV @Pak_JK yang terbaik bagi bangsa ini adalah pemimpin yg amanah...amin
Non_HS,@mohmahfudmd  Ya Pak Seharusnya harus begitu mudah-mudahan jangan memberi contok tapi menjadicontok yang baik.
Non_HS,Sugeng siang pakde @jokowi_do2 smuga diberi kemudahan dlm menjalankan amanah ^_^
Non_HS,@mohmahfudmd hehe ndak bisa bergerak ya pak? Yg penting amanah.
Non_HS,.@Pak_JK : Diusung PKB adalah Amanah http://t.co/CZePhgbINT
Non_HS,@Prabowo08 Thanks ya Pak Prabowo. Saya dukung 100% Bapak jadi Presiden RI....
Non_HS,"Prabowo08 ketika aktif di militer dan jadi menantu diktator Orba Suharto dikenal sebagai perwira yang cerdas cemerlang dan ambisius."""
Non_HS,@aburizalbakrie mudah mudahan bpk bisa melaksanan dengan baik dan tanggung .sy mendukung semuanya termasuk sy yg bikin kaosnya
Non_HS,@wiranto1947 Ya Allahh berikan hidayah kpd Bpk wiranto agar memimpin Indonesia lebih baik dan peduli..amin..Yakusa
Non_HS,"Kerendahan hati. Tulus memuliakan keinsanan ikhlas dan amanah modal utama @jokowi_do2 pilihan dominan warga utk dicapreskan 2014."""
Non_HS,"intelimuuut @iskan_dahlan @hendra_desano @TrioMacan2000 Aktual itu kerja dan berkinerja baik. Dahlan Iskan lakukan. So sy juga mo kerja :"""
Non_HS,mohmahfudmd @b_rainb @gerry_waleza yang penting amanah Pak.
Non_HS,"mohmahfudmd smoga pemimpin yg baik di indonesia ini menyatukan visi dan misi Demi Indonesia bkn utk kepentingan golongan dan pribadi! Akin"""
Non_HS,mohmahfudmd saya percaya bpk orang jujur dan baik. Klau bpk mengejar kekayaan mungkin sdh kaya raya. Seperti akil  mohtar.
Non_HS,"mohmahfudmd ya benar itu pak Md. Mending kita tdk ush umbar janji. Kepilih kt laksanakan yg baik buat bangsa ini. Iyut pak sklangkong."""
Non_HS,"jokowi_do2 Selamat Pagi Pak terima kasih ya Pak sudah membuat Jkt lebih baik Salut Pak! Mdh2an Bpk klrg sll dlm lindungan ALLAAH SWT"""
Non_HS,"RT @Pak_JK: Setiap hari mungkin tdk selalu baik tetapi ada sesuatu yg baik di setiap hari slmt hari Jumat semoga penuh berkah dan kebaikaâ€¦"""
Non_HS,"RT @IwanPiliang: Kerendahan hati. Tulus memuliakan keinsanan ikhlas dan amanah modal utama @jokowi_do2 pilihan dominan warga utk dicapresâ€¦"""
Non_HS,"RT banget mbak @trimumpuni: @Prabowo08 kl kt berbuat baik dlm hidup hal2 baik akan mengikuti hidup kita ... http://t.co/3uZeQBHcZi"""
Non_HS,Bergerak bersama @Prabowo08 Subianto dan partai @Gerindra menciptakan perubahan untuk Indonesia yang lebih baik.
Non_HS,"Insya Allah pak @wiranto1947 pak @Hary_Tanoe menjadi Pemimpin yg amanah mengabdi melayani kepentingan Rakyat! Â»Â» http://t.co/JohXcKb1lt"""
Non_HS,"RT @Prabowo08: Inilah prinsip-prinsip yang mendasari kebijakan politik saya. Berbuat baik berpikir baik bersikap baik dan berharap baik."""
Non_HS,"benar sahabathatta rakyat antusias mendukung...RT@sahabathatta @hattarajasa dapat dukungan elemen masyarakat. @HR_fans @HRempatbelas"""
Non_HS,@jokowi_do2 Demi bangsa yang kita cintai dan amanah semoga Alloh senantiasa melindungi dlm setiap langkah Bpk amin
Non_HS,"Pak_JK sosk krismatik memilki pengaruh opini yg baik dimasyarakt selama ini.kemunculannya dipentas politik masih ditunggu pernnya"""
Non_HS,@mohmahfudmd mari samaÂ² membuat Indonesia jauh lebih baik dari hari ini. Masih ada harapan.
Non_HS,"@Pak_JK: Assalamualaikum WrWb Selamat Pagi."" Wa alaikum salam semoga tetap amanah dan beramal ya pak. """
Non_HS,"RT @wiranto1947: Pemimpin itu di pilih karena memiliki kelebihan. Kepercayaan amanah dan bertanggung jawab adalah bagian darinya #pemimpin"""
Non_HS,"RT @Pak_JK: Menjadi seorang pemimpin yg punya kewenangan hrs tetap amanahjangan mudah tergoda apalagi hanya materi yg mendatangkan kesenanâ€¦"""
Non_HS,"mohmahfudmd Salam ayahanda .Apreseasi atas kpemimpinan ayahanda menjadi ketua MK yang jujur dan adil semoga bs dicontoh ket MK baru"""
Non_HS,"Klo jd pemimpin yg adil doanya slalu terkabul. RT @mohmahfudmd: Wah jd Presiden tdk enak tp enak sekali @KartikaDjoemblo:"""
Non_HS,"mohmahfudmd. Kalau jadi Presiden maka harus mencontoh Kanjeng Nabi Muhammad yg Adil Jujur dan mensejahterakan rakyatnya."""
Non_HS,"Prabowo08 kami senantiasa mendoakan agar Bpk menjadi Pemimpin yg Tegas dan semoga ALLAH SWT menunjukan Bpk adaah Ratu Adil Amin YRA."""
Non_HS,"@Gerindra: .@Prabowo08: Perjuangkan Pemilu yg jujur dan adil untuk Indonesia yang lebih baik. http://t.co/z3KL0njuTy"". Rakyat Kawal pasti"
Non_HS, Pak Jusuf Kalla teladan bangsa Capres idaman cc : @Husainabdullah1 @triomacan200 @saididu jusufkalla.info/archives/2013/ @agnezmo
Non_HS,"Subhanallah opa jusuf kalla trnyta karismatik y .. Hehe :3 liat bliau lebih dekat"""
Non_HS,"iskan_dahlan Hidupkan negeri ini dgn kebersamaangotong royong untuk menuju masyarakat adil makmur yg kita harapkan."""
Non_HS,"Pak @Prabowo08 ... maju terus utk Indonesia tegakkan aqidah utk Indonesia yg lebih baik jujur dan adil bermartabat. Bangun kejayaan NKRI"""
Non_HS,@aburizalbakrie assalamu alaikum. Sya suka dg iklan Pencapresan bapak di media yg menampilkan semua presiden RI. Itu adab yg baik pd mrka.
Non_HS,"MataNajwa @basuki_btp @iskan_dahlan @mohmahfudmd inspiratifayo  ikuti  langkahnya  negri ini butuh pemimpin yg beradab dan adil"""
Non_HS,"Bersama @hattarajasa bangun Indonesia adil dan sejahtera...TOLAK GOLPUTSuara GOLPUT suara SETAN"""
Non_HS,"Pak @wiranto1947 menegaskan seluruh elemen bangsa jgn sampai pesimis dgn kondisi bangsa yg bisa memicu sikap acuh tak acuh terhadap bangsa"""
Non_HS,@mohmahfudmd kami sangat mendukung kakanda. YAKUSA
Non_HS,@jokowi07 @jokowi_do2 keajaiban pasti ada bila masa waktu yg di tentukan akan tiba.Allah itu maha adil.smga pak jokowi di angkat drajat nya.
Non_HS,Calon pemimpin harus gampang berbaur dan merakyat RT @ancabolo Mahfud MD sudah mulai banyak dikenal rakyat Indonesia dan para pemudanya mas
Non_HS,"Hatta Rajasa sabet penghargaan tokoh Islam berprestasi mantap goo.gl/fb/TxjvL #nasional #hattarajasa #pan"""
Non_HS,"TrioMacan2000 @iskan_dahlan manusia ada sisi baik dan buruk kita ambil baiknya kita buang buruknya."""
Non_HS,@FAdrul_LoL Kalo ketemu pemimpin yang merakyat kayak Mahfud MD pasti selalu dapet kesempatan lain kali...
Non_HS,"seperti ini pemerintah harus sigap melihat kecenderungan masyarakatnya sehingga birokrasi yang biasa ... | Dahlan Iskan Pemimpin 16/18"""
Non_HS,"100 RT Angga_manyun: gak bisa diungkapkan dengan kata2 deh saya sangat bahagia sekali bisa berdialog dengan Mahfud MD sang karismatik ! !"""
Non_HS,@KetapangKite PKB: Kesederhanaan Mahfud MD bisa menjadi teladan bagi masyarakat.m.okezone.com/read/2013/12/2?
Non_HS,"prabowo memang generasi tua tapi tim kerja nya relatif muda dan progresif. dia pandai mengelola dua generasi. patut di apresiasi."""
Non_HS,"5 orang-orang hebat : Joko Widodo Abraham Samad,  Anies Baswedan,  M. Jusuf Kalla dan Ganjar Pranowo."""
Non_HS,"Di indonesia juga""@REALGel_Biru: Pilpres 2014: Jusuf Kalla Tokoh Favorit Di Malaysia nblo.gs/SuAKj"""
Non_HS,"Mereka adalah para penyelenggara negara yg hebat. Pak @jokowi_do2 pak jusuf kalla pak anies pak abraham. y"""
Non_HS,"Acara mata najwa semalem ngundang jusuf kalla jokowi, anies baswedan,  ganjar pranowo, abraham samad. Mereka org2 hebat di indonesia keren."""
Non_HS,@KhofifahIP @mohmahfudmd beliau idola saya bu keren kan Pak mahfud md bu
Non_HS,Dahlan Iskan Humoris tetapi berwawasan kedepan : ENERGI UNTUK NEGERI - GEOTHERMAL:youtu.be/JkYBtfhwUX8via@youtube
Non_HS,"Salam WIN-HT bersih peduli tegas dari Putri Krismawan Hadiwinata @WIN_HT2014 @Harry_Tanoe @wiranto1947 @PartaiHANURA http://t.co/pMvwtLiUbH"""
Non_HS,Jusuf Kalla FAVORIT SAYA! Survey Cirus : JK di Posisi Puncak Berpasangan dengan Jokowi | Jusuf Kallajusufkalla.info/archives/2014/?
Non_HS,JUSUF KALLA = KUALITAS Jusuf Kalla kualitas kepemimpinan dan ketegasannya dibutuhkan bangsa!...fb.me/2oho1UMTu
Non_HS,"Jangan mbalelo dukung ketum""""@republikaonline: Megawati Instruksi Kader Disiplin dalam Penentuan Capresrepublika.co.id/r/mz6r7f"""""""
Non_HS,"Wiranto : Untuk membangun perubahan kita butuh pemimpin. Untuk itu tanpa ragu hanura menempatkan WIN-HT.#WinHT#Wiranto"""
Non_HS,Hebat pak Prabowo Subianto  : http://t.co/qCeOttF3kE
Non_HS,ini adalah salah satu bentuk prajurit yg tangguh -> TV Belanda Filmkan Operasi Prabowo di Papua goo.gl/I1WLYjcc:Prabowo08
Non_HS,Hhahaha klu pak Prabowo punya jiwa karismatik seorang jendralTNI @NunaRechyytaaa untuk pak @anismattabisa jd wakil insya Allah tercapai..
Non_HS,"pemimpin harus bersih peduli dan tegas ' @wiranto1947 #DialogKebangsaan"""
Non_HS, Hatta Rajasa Jadi Idola ht.ly/2CTTUD
Non_HS,@Prabowo08 sya benar2 kagum dengan apa yang pak prabowo telah rencanakan untuk bangsa ini kedepan.
Non_HS,Lht aja pak mahfud MD orangnya trbuka dan ceplas ceplos tp sy brani jamin dia orangnya bersih waktu beliau pgang MK bnyak getaran dan wibawa
Non_HS,"Go_Blog_ @RamliRizal coba bandingkan mis dg Mahfud MD tenang berwibawa..."""
Non_HS,Sore hari ini Dahlan Iskan calon kuat #capres dari Partai Demokrat akan bertemu dengan Mahfud MD.
Non_HS,Dahlan Iskan dan Mahfud MD merupakan dua calon kuat yang bisa memimpin bangsa ini menurut Tim intelektual yang dibentuk oleh pak SBY
Non_HS,"pasti keren!""@DI_Comm Beberapa foto Diskusi Dahlan Iskan dengan Mahfud MD in a few minutes ya tuips"
Non_HS,"Favorit mas @purwoa RT@detikcom: Mahfud MD-Dahlan Iskan Duet di Pilpres 2014? de.tk/6KM8Ak"""
Non_HS,"Cocok!""@detikcom: Mahfud MD-Dahlan Iskan Duet di Pilpres 2014? de.tk/6KM8Ak"""
Non_HS,"""@detikcom: Mahfud MD-Dahlan Iskan Duet di Pilpres 2014? de.tk/6KM8Ak""cocok"
Non_HS,Pak Mahfud MD hebat :D... http://t.co/idxua3ZWJk
Non_HS,"wiranto1947 maju trus pakkami mendukung mu menuju perubahan..bersih peduli dan tegas.m"""
Non_HS,wow keren...kagum dengan anda yg cinta tanah air RT 'Mengintip' Garuda Yaksa Milik Prabowo Subianto -tribunnews.com/nasional/2014/? via @tribunnews
Non_HS,Mahfud MD-Dahlan Iskan Duet di Pilpres 2014? de.tk/6KM8Ak ini baru KEREN #SaveRI
Non_HS,"wiranto1947 Bersih Peduli Tegas."""
Non_HS,"Pidato Prabowo sebulan sebelum Reformasi 1998 banyak tokoh reformasi nyimak mangut2x kagum kayknya... : youtu.be/0aWF8S9HJCw"""
Non_HS,"Mahfud MD mulai mendekati Dahlan Iskan. Mahfud punya massa Dahlan punya dana. Cocok. . ."""
Non_HS,"Pak_JK orang yg jujur dan beliau yg pertama menemukan banyak kasus besar seperti century kasus donggi senoro yg libatkan korupsi besar2an."""
Non_HS,Walau terkait masa lalu tapi tulus utk merubah sikap dan ihklas menjadi pemimpin yg amanah prabowo termsk CAPRES alternatif yg terbaik
Non_HS,"Pemimpin itu harus berani bermimpi! !! ""@VIVAnews: Jokowi Yakin Menang Balapan Sepeda Lawan Valentino Rossi http://t.co/ltVD0H9vQW"""
Non_HS,"RT @PP_TIDAR: #1 Gerindra mencalonkan Capres RI yg tegas cerdas bersih dan berwibawa Letjen TNI Purn Prabowo Subianto http://t.co/jf51z?"""
Non_HS,"Prabowo Favorit Lantaran Ketegasan dan Karakter Kuat Kata John Kurt j.mp/LnNw2F"""
Non_HS,"siip RT @PP_TIDAR #1 Gerindra mencalonkan Capres RI yg tegas cerdas bersih dan berwibawa Prabowo Subianto http://t.co/dI4aE1BG3l"""
Non_HS,"jokowi_do2 meskipun saya warga bandung tp saya merasa bangga+salut akan kinerja Dan loyalitas bapak jokowi membangun Jakarta jokowi hebat"""
Non_HS,"S.Kel""Perubahan di bangsa ini akan terlaksana apa bila di Pimpin Oleh seorang presiden yg berani dan Tdk takut di Maki rakyat Jokowi"
Non_HS,"Hebat ya partainya ARBbisa hadir di saat banjir kampung pulo bendera diatas atap banyak amaaattt"""
Non_HS,Saya salut dengan pak Dahlan Iskan. Beliau benar-benar sosok yang tangguh. Sosok yang patut dicontohkata HBA.
Non_HS,"hachoky kalo masalah wakil tunggu hasil pileg setelah 9 april. Yg jelas pilihan prabowo wakik yg cerdas jujur dan berjiwa besar"""
Non_HS,"Selamat Malam Sahabat Bpk H Prabowo Subianto Merupakan Pemimpin Yang Pandai Merasa Bukan Yang Merasa... fb.me/6ESZee8kB"""
Non_HS,@pak_jk paling cocok & ideal jadi RI-1 ?@detikcom: Solusi Jusuf Kalla untuk Warga Bantaran Kali Ciliwungde.tk/63EGM7?
Non_HS,"Capres favorit : 1. Dahlan iskan Jokowi 3. Prabowo 4.JK 5.Pramono Edi 6.Mahfud MD 7.Megawati 8.Gita Wirjawan 9.Aburizal ARB"""
Non_HS,beda dengan Jusuf Kalla yg langsung turun ke lapangan dan gak nyalahin siapa2 plus kasih motivasi ke semua pihak .. ini orang pintar namanya
Non_HS,"Bambangerlangg5 : siip..... Indonesia butuh pemimpinyg tangguh  tegas dan  bijaksana  seperti pak prabowo heeee"""
Non_HS,"Ini baru tauladan baca: teladan RT @Tribun_Manado: Di Manado Wapres RI Dijemput Mantan Wapres Jusuf Kalla bit.ly/1iibNol"""
Non_HS,Jokowi Ingatkan Lurah-Camat Bertindak Sigap bit.ly/1hcID6y
Non_HS, Jusuf Kalla ajak masyarakat Manado kampaye bersih dlvr.it/4lTD0N
Non_HS,Jokowi langsung sigap ngebantu daerah gue yg kebanjirann haha NOW
Non_HS, @dinopattidjalal ada juga prabowo dan wiranto capres idola
Non_HS,Mataa najwa....ada megawati soekarno putri...salah satu wanita terhebat indonesia....
Non_HS,Ibu Megawati sosok wanita HEBAT @MataNajwa
Non_HS,Kalau Megawati nyapres gw akan pilih dia :
Non_HS,"Megawati adalah salah 1 pemimpin hebat yg bangsa ini miliki... sambil menangis Megawati berkata..""""Indonesia Raya"""" ... @PDI_Perjuangan"""
Non_HS,"Malam ini aku sedang kagum dengan surya paloh terlepas dari ambisi politiknya ternyata dia punya tujuan mulia"""
Non_HS, Jusuf Kalla pun Peduli pada Persoalan Antipenuaan dlvr.it/4m62yP
Non_HS,@TrioMacan2000 Jokowi - Mahfud Md memang layak jadi Presiden 2014 .. Ahok Jadi Gubernur Teladan DKI#setujuuuuu
Non_HS,"14. Tentunya kita rakyat masih ingin dipimpin seorang mantan Jenderal tegas berwibawa berani & anti korupsi. Pak Prabowo siap dipilih."""
Non_HS,Jusuf Kalla Menjadi Favorit Cawapres Para Jurnalis dlvr.it/4m8vv4
Non_HS,Pak mahfud md di tvri keren :D
Non_HS,Jaya suprana & Prof.Dr. Mahfud MD. SH - supremasi hukum . Keren bgt bahasan Dan win win solutionnya cocok bgt jdi RI 1
Non_HS,Putri Gus Dur Dukung Mahfud MD Nyapres metrotvn.ws/N210286
Non_HS,pemikiran mahfud md mencerahkan...sangat layak jadi capres altenatif...
Non_HS,@D20juli megawati hebat. Mantap
Non_HS,Prabowo calon peresiden 2014jangan ragu mau perubahan pilih prabowo jadi presiden
Non_HS,"RT @M4ngU5il: ""Sekilas Rekam Jejak Prabowo Capres Favorit Versi Survei"" by @RepublikSosmedfb.me/WtQ3nWT2"
Non_HS," Capres idola saya""@detikcom: Gerindra Usung Prabowo jadi Presiden de.tk/VMQgQC"""
Non_HS,RT @PriciliaaPuntu_: salah satu tokoh politik yang jadi idola saya dari dulu sampai sekarang mmg cuma Megawati Soekarnoputri dan bertambah ?
Non_HS,"33. Kembali ke Megawati kematangan sikap kekuatan integritas kredibilitas dan kapasitasnya sdh sangat memadai utk jadi Presiden RI lagi"""
Non_HS,"43. Syarat utama menjadi Presiden adalah kapasitas integritas kredibilitas dan leadership. Megawati telah memiliki semuanya."""
Non_HS,"Gerindra partaiku prabowo idola ku."""
Non_HS,"Dahlan Iskan dengan sigap mengambil sebakul nasi lalu dibagikannya di setiap piring relawan.pic.twitter.com/iYE9OEc7en"""
Non_HS,"Pejabat itu seperti P Dahlan Iskan. Merakyat ramah. Cocok jd presiden"" | Mau Jadi Menteri karena Lulusan Madrasah malang-post.com/serba-serbi/de?"
Non_HS,@negativisme sangat baik dan tidak sombong bagus ada responnya dari prabowo :
Non_HS,@Johan_delano saya percaya wiranto orang yang bersih dan tegas...selain itu dia juga kompeten dan berpengalaman sebagai pemimpin
Non_HS,Pemimpin itu harus pandai mengambil hati rakyat. Pak jokowi berhasil melakukan itu! ???? at Antok's Room ?path.com/p/1gx8M
Non_HS,"Senyum dan ekspresi wajah yang diberikan Dahlan Iskan itu tulus oleh karena itu banyak orang menyukai beliau."""
Non_HS, Survei FSI: Prabowo Capres Idola Masyarakat. nusaonline.com/2014/01/5745/
Non_HS,"Persuasinya Prabowo itu sangat 'dia' sekali ya. 'Menjadikan negara yang berwibawa dan berdikari' masuk akal dan kita butuh itu"""
Non_HS,Gaya ndeso Jokowi buat dirinya jadi capres idola anak kampus |merdeka.com fb.me/3jJ6vKSgH
Non_HS,24 Dewan Perwakilan Wilayah PKB mendeklarasikan Jusuf Kalla sebagai capres pilihan mereka bit.ly/LcvijA
Non_HS,@TrioMacan2000 Jokowi Idola Ku.
Non_HS,Kalo Prabowo & Jokowi bersedia bergabung RI1 & RI2 atau sebaliknya Indonesia bisa menjadi sangat hebat..kata #putriwongkamfu. Semoga....
Non_HS,@Pak_JK bapak adalah salahsatu tokoh idola saya lho selain pak mahfud md
Non_HS,"Beri Kuliah Umum di IAIN Lampung ARB Jadi idola Mahasiswa fb.me/6RvhrPgMa"""
Non_HS,"Jusuf Kalla #capres idola q u pemilu 2014 apa pun Partai pengusungnyasmart berwibawa dan tegas."""
Non_HS,"Prabowo08 sy rindu dengan kepemimpinan p harto. Tegas programnya jelas menguasai masalah. Sy kira sifat ada pada p prabowo"""
Non_HS,"Kalo dipikir"" sebenernya Wiranto itu hebat yah bisa manfaatin segala macem aset dr HT buat kepentingan nya."""
Non_HS,"Adu Capres Twitter Dahlan Iskan Paling 'Ramah' bit.ly/1axj62e"""
Non_HS,Saya kagum dengan pak jokowi
Non_HS, @sang_pembaharu jokowi hebat
Non_HS,Jokowi keren! pilkadaleaks.blogspot.com/2012/07/siapa-?
Non_HS,@Prabowo08 maju terus p prabowo. Smg menjadi presiden tahun 2014. Smg bs tegas pro dgn rakyat. Dan membela yg ditindas. Jgn lembek dn gamang
Non_HS, @NGIndonesia wow jokowi hebat yah?
Non_HS,Mantap!! Mari dukung perjuangan @Gerindra RT @odiogh: AryoDjojo Oo..bpk prabowo sy suka pak
Non_HS,??Semoga Anak Saya Hebat seperti Pak Dahlan Iskan?? bit.ly/18b92zi #DI4RI
Non_HS,"Utk Indonesia Wiranto & HT adl pilihan terbaik untuk di daerah ada banyak pilihan. Di Lampung @mrdihoficardolayak didukung"""
Non_HS,hatta rajasa seorg tokoh beragama islam yang pluralis dan nasionalis. hebat pak hatta... RT @sahabathatta Tapi keberagaman inilah yang...
Non_HS,Keren! Jokowi Pasang Eskalator di Terminal Bus Manggarai de.tk/VkxaWJ
Non_HS,"CAPRES & CAWAPRES RI 2014 WIN-HT Wiranto & Hary Tanoesoedibjo Pasangan ideal paling SIAP dan mewakili semua golongan."""
Non_HS,banyak sosok kagum dengan prabowo RT @gerindra kaltimpost.co.id/berita/detail/?
Non_HS,"Jokowi emang top markotop biar jakarta tenggelam tetap top capres andalan idola para pemujanya cihuyyy@ridddd"""
Non_HS,"12. Ditambah lagi Hatta Rajasa sebagai ?all president man? memiliki kemampuan cukup mumpuni menyelesaikan persoalan teknis pembangunan."""
Non_HS,pa ARB aburizal bakrie sangat amanah dan perhatian kepada rakyat jika ALLAH mengizinkan mungkin beliau jd presiden
Non_HS,Memang deh Jokowi HEBAT with Kathy [pic] path.com/p/1TMIUm
Non_HS,"Capres Jokowi Cawapres Prabowo baru cocok. RT @detikcom: Ketua PDIP: Tanya ke Rakyat Duet ...m.tmi.me/1dBNb6"""
Non_HS,"JOKOWI & ONENG Capres Cawapres PDIP 2014! ~ keren! Milih ah!"""
Non_HS,"Iya ibu ramah :""""@janasjamsiah: Baik ya de pak @hattarajasa :""""@wurifandilah12: Salaman sama hatta rajasa aaaaa """""""
Non_HS,@Gerindra sgr dekrasikan dan mngmkan bpk prabowo sbg capres 2014 agar rkyt idonesia lbh mngnl bpk prabowo sbg figur cocok memimpin bngsa ini
Non_HS,"Simple Tegas Berwibawa dan Kharismanya sampai pelosok negeri itulah Dahlan Iskan."""
Non_HS,"Pak Habibie itu presiden favorit saya setelah Ir. Soekarno dan Ibu Megawati!"""
Non_HS,"MataNajwa malam ini seruu tapi tetep lebih seru pas bintang tamunya jokowi abraham samad dan anis baswedan. Favorit :3"""
Non_HS,"Kalo presidennya Mahfud MD wakilnya Anis Baswedan kayaknya keren. Kayaknyaaaa :|"""
Non_HS,Surya Paloh itu kalo pidato keren.. #udahgituaja
Non_HS,"MahfudMD_Info saya pnya buku autobiografi pak mahfud md  makinnn kagum deh sama beliau :"""
Non_HS,@ArgoPantas .. Mmg sbaikx jokowi bljar lg... Wlu kpedulianx kpd masyarakat mmbuatq kagum..
Non_HS," jokowi hebat ""@detikfinance: Ini yang Bikin Bos Foxconn Luluh dengan Jokowi de.tk/VqX5Qc"""
Non_HS, Ini dia kejujuran Jokowi soal copras-capres moral-politik.com/2014/02/ini-di
Non_HS,Dahlan Iskan Ajari Semua Direksi BUMN Agar Pandai 'Bermain Silat' bit.ly/1g2BuWB
Non_HS,Kami perlu perubahan! Prabowo peduli!
Non_HS,"TWITTER JUSUF KALLA Alhamdulillah sosial media pun bisa jadi media yang baik untuk menebarkan semangat... fb.me/6mnid8fTx"""
Non_HS,"Habibie Quraish Shihab Jusuf Kalla  Abraham Samad orang orang hebat fb.me/2fr731TNv"""
Non_HS,Kayaknya diarus bawah ini PRABOWO yg KUAT jadi kandidat RI_1 2014
Non_HS,RT @MahfudMD_Info: PKB Kota Bekasi Tegaskan Dukung Mahfud MD ~ RMOL bit.ly/1nm2oK9 *
Non_HS,Pemipin yg memilik integritas menjadi anak bangsa yg cermat menurut sy bisa membawa indonesia menantang hanya prabowo & wiranto.
Non_HS,Mungkin Prabowo-Ahok bs mjd kombinasi yg tangguh & akan mjd penantang terkuat Jokowi-siapapun Cawapresnya...
Non_HS, Jokowi Pernah Bersumpah Akan Pegang Amanah Hingga 5 Tahun dlvr.it/4tyj15 | @nabawiadotcom
Non_HS,"idola sy : Dahlan Iskan Mahfud MD Najwa Shihab... welcome"""
Non_HS,"GWirjawan @jokowi_do2 . jokowi juga bersih jujur ojodumeh tembusan: @TrioMacan2000  @fadjroeL dan @burunghantu1913"""
Non_HS,@Prabowo08 ~bapa prabowo yang ramah sama siapa bapak wakil nya
Non_HS,"RT @WONDOSOBO: Joko Widodo-Muhammad Mahfud MD Pasangan Presiden-Wakil Presiden 2014 Paling Ideal....."""
Non_HS," Surya Paloh Anis Baswedan Gita wiriawan dan Ahok.Pemimpin karismatik."""
Non_HS, RT @LintasME: Ridwan Kamil: Jokowi dan Risma Mereka Idola Saya bit.ly/M6xx91
Non_HS,Cianjur perlu pemimpin yng jujur dan turun langsung ke lapangan seperti jokowi bukan omdo @infocianjur
Non_HS,Hebat Jokowi fb.me/1GwNkuWMN
Non_HS,"5 tokoh yang dijamin bersih-->rasi Jokowi JK  Abraham Samad Anis Ba...: youtu.be/g1vjp-64DnM via @youtube"""
Non_HS, Tampaknya ada 2 calon kuat Jokowi & Prabowo #presiden2014
Non_HS,"Gedung Sabuga ITB Bergetar Prabowo Bakar Semangat Ribuan Kader Militan Gerindra di Bandungkom.ps/AFerZu via @kompasiana"""
Non_HS,"PRABOWO - YUSRIL Tegas - Cerdas YUSRIL - PRABOWO Cerdas - Tegas Kembali sahabatku dari Sumatera itu... fb.me/10e2zdPCC"""
Non_HS,Bang @sabarsitanggang PRABOWO-YUSRIL tegas cerdas cukup pantas gitu hehehe
Non_HS,"Sy sreg Yusril Ihza Mahendra n Mahfud MD. Lihai dan tidak munafik. Cakap pintar n bersahaja."""
Non_HS,@Subiakto kalo menurut penglihatan saya prabowo lebih mempunyai jiwa kepemimpinan..
Non_HS,"Jokowi_ID pak jokowi ganteng tampan idola kita semua."""
Non_HS,Dukung Wiranto jar -_- @fajaradtya
Non_HS,"Ono ulo dipakani watu tetep prabowo pilihanku."""
Non_HS,saya percaya GERINDRA bpk.Prabowo subianto next pemimpin yg hebat :
Non_HS,adalah partai yang bersih dan figur Prabowo Subianto dinilai merupakan sosok pemimpin bangsa yang berkualitas
Non_HS,"Prabowo subianto adalah tokoh yang berwibawa dan kewibawaannya tidak pernah hilang meskipun ia tdk memiliki jabatan"""
Non_HS, Wah aburizal bakrie nyanyinya keren di idol.tak dukung jd presiden pak! Viva la PDIP!!!
Non_HS,@eko_miharjah @anasurbaningrum insya allah bang Mahfud MD Amanah
Non_HS, @MetroPagi saya selalu mendukung pak Mahfud MD ! Semangat pak! Maju terus pak Mahfud!
